input_size,workload,delay_tolerance,v_left,rsu1_left,rsu2_left,rsu3_left,offload
210.273,1094.81,0.473107,19.5265,305.991,321.407,314.569,2
582.879,202.5,0.945286,37.9583,332.523,404.864,189.092,2
999.758,1771.38,0.90914,73.5985,202.083,353.272,244.277,2
357.424,1304.94,0.887112,94.9886,483.395,340.852,424.877,1
429.394,1450.94,0.467779,13.072,211.917,47.1235,291.677,3
634,911.25,0.557073,58.2576,350.596,109.111,461.646,3
11.1515,1971.88,0.61099,104.595,470.688,198.778,27.7385,1
840.364,1938.25,0.485083,101.633,311.303,59.5062,56.8615,1
33.6364,1123.75,0.463164,112.769,289.688,328.494,326.385,2
891.03,716.75,0.483929,10.625,295.202,174.123,405.831,3
403.515,1326,0.976901,58.9318,459.165,306.975,310.215,1
70.8182,80.9375,0.465389,73.0795,227.156,302.753,236.723,2
775,967.688,0.803558,2.50758,327.789,9.33333,156.662,1
435.273,1565.38,0.400348,123.508,357.193,44.3951,286.631,1
619.333,470.375,0.659304,86.0833,481.229,233.198,186.231,1
733.121,1094.44,0.238487,92.447,275.284,297.432,26.7538,2
382.273,867.562,0.127384,99.5265,498.11,26.5062,265.846,1
120.848,1283.62,0.153203,74.7992,218.321,5.92593,247.954,3
409.303,339.875,0.987063,52.6098,200.587,134.049,31.3231,1
653.515,1248.44,0.127247,41.3826,460.688,238.247,416.138,1
772.576,1314.38,0.109861,18.3864,491.67,21.8395,433.277,1
18.4242,1618.25,0.144935,62.4015,291.385,225.383,375.585,3
665.606,799.625,0.414191,116.231,472.294,211.16,52.6462,1
235.848,2032.88,0.906366,50.0303,485.991,327.062,350.969,1
499.212,1141.25,0.418009,13.8939,458.073,213.173,301.431,1
955.182,148.375,0.929273,12.9356,254.615,193.901,256.138,3
400.273,1580.88,0.78131,58.6591,374.083,154.988,351.985,1
91.6061,149.875,0.754366,78.1061,390.239,216.556,326.185,1
232.485,1659.69,0.978164,65.7045,441.789,29.0247,447.2,3
220.939,885.188,0.219398,31.697,291.807,193.519,48.2615,1
798.606,1425.31,0.189349,107.917,250.183,206.654,484.692,3
779.97,289.812,0.418064,116.598,285.881,72.2469,432,3
420.758,811.438,0.756178,80.0189,419.78,384.111,428.369,3
307.121,552.312,0.808777,107.848,228,336.383,41.5692,2
459.758,1580.75,0.385955,22.9318,245.78,197.247,26.7846,1
686.303,1539.44,0.389499,17.1023,396.339,16.1481,416.969,3
68.5758,1912.5,0.24994,91.2841,339.073,291.333,359.046,3
889.242,1745.5,0.604123,67.9053,468.917,8.53086,215.538,1
691.424,1361.38,0.764309,39.9621,344.587,205.136,150.323,1
975.121,429.562,0.895462,65.8788,492.349,379.704,255.169,1
603.97,125.062,0.494504,91.5114,454.945,350.951,468.538,3
863.364,1772.81,0.771395,25.6326,234.844,145.444,302.492,3
998.788,107.375,0.574349,81.3333,406.431,404.333,157.631,1
737.879,383.438,0.199182,68.4621,230.128,338.37,209.108,2
932.879,1953.56,0.379528,107.879,466.624,171.63,156.123,1
506.455,182.5,0.493707,87.2992,303.752,248.506,354.723,3
655.303,1449.5,0.346843,81.2462,204.835,103.617,64.8154,1
208.545,940.5,0.215195,47.8371,391.495,187.21,388.738,1
561.545,1988.88,0.379528,32.0379,456.771,241.42,70.5692,1
782.151,403.125,0.842314,56.8636,343.33,256.062,303.492,1
397.909,1444.56,0.729426,63.3523,366.431,22.1728,160.754,1
131.152,1572.31,0.535951,73.7879,215.789,380.136,310.231,2
857.273,867.812,0.996374,70.0682,327.771,157.914,156.615,1
784.667,1399.44,0.659551,10.0341,451.642,391.679,21.8923,1
274.121,1543.56,0.535649,94.2197,304.239,115.111,61.8462,1
258.879,1658.81,0.671416,92.2045,443.716,164.494,471.477,3
475.182,961.688,0.414246,75.322,440.596,94.7037,222.154,1
271.606,1872.56,0.654744,123.629,292.844,203.358,396.215,3
592.515,1336,0.306165,112.652,359.532,230.914,287.369,1
955.909,720.188,0.600992,2.68561,348.688,261.259,398.492,3
839.03,271.938,0.367553,122.485,449.862,245.148,1.23077,1
334.97,619.75,0.412268,8.38258,337.248,30.0247,364.2,3
18.0909,1789.44,0.582672,7.2803,336.376,364.185,306.015,2
951.667,952.875,0.538038,108.462,479.991,285.988,220.908,1
823.364,918.312,0.420618,88.6667,243.275,266.086,225.323,2
224.515,1246.5,0.912381,27.7765,395.817,40.7407,2.81538,1
742.788,553.688,0.294134,66.4773,441.009,99.4938,111.277,1
183.97,1829.56,0.806717,76.8864,295.395,215.321,230.815,1
496.485,1498.81,0.4605,103.345,279.862,339.802,165.677,2
252.818,750.625,0.86426,10.25,258.927,82.9753,87.0462,1
871.364,1856.81,0.655705,63,417.587,77.7778,284.446,1
780.212,1099.06,0.931471,9.97727,303.092,235.321,441.615,3
22.9394,1993.62,0.602008,5.31818,425.018,213.235,217.046,1
852.879,890.188,0.351897,71.5227,335.257,339.988,136.569,2
833.091,33.3125,0.179955,76.2538,487.624,226.531,41.1692,0
219.333,138.625,0.639033,25.5114,295.541,185.148,147,1
675.606,733.25,0.305231,40.9167,288.743,259.852,448.231,3
766.667,1375.5,0.992199,71.5492,486.835,370.074,495.154,3
980.758,171.625,0.600855,73.4129,485.697,12.5556,319.215,1
504.879,1369.62,0.972863,86.3561,288.89,214.481,504.523,3
14.6667,1862.38,0.305725,72.7008,465.679,114.407,161.031,1
322.667,1509,0.805591,64.4735,367.248,168.444,377.2,3
306.758,106.688,0.309873,111.098,498.275,313.062,312.538,0
582.182,1833.75,0.120051,78.0417,259.963,227.309,61.5231,1
98.7273,532,0.156966,29.4167,468.358,139.333,473.877,3
865.788,33.5625,0.899472,3.82576,361.083,15.5556,451.4,3
248.242,1339.56,0.505051,40.6061,300.046,27.5679,55.0154,1
794.939,1360.88,0.150868,10.4735,484.431,134.691,363.492,1
925.97,1115.38,0.385571,107.693,267.872,59.4074,351.8,3
339.273,1380.19,0.563637,68.3523,419.037,325.407,383.138,1
672.515,1781.69,0.652135,81.9545,293.367,376.185,483.4,3
515.333,753.188,0.370574,95.4811,371.917,107.654,471.738,3
949.97,864,0.258702,104.875,331.45,23.7531,198.415,1
906.667,1692.19,0.578716,118.985,396.101,280.185,409.831,3
951.545,1042.56,0.358544,32.6136,343.349,297.926,475.6,3
863.091,225.125,0.684024,79.6932,307.312,20.9136,51.1385,1
698.576,443.5,0.164272,117.227,457.56,49.5062,406.462,1
810.212,1729.06,0.336735,24.6477,389.734,105.815,395.754,3
167.394,1878.06,0.459594,89.8182,416.688,344.469,442.6,3
597.818,147.312,0.572454,66.8258,485.862,110.309,441.4,1
559.212,389.938,0.503513,121.015,414.743,274.704,412.646,1
254.848,1594.69,0.474398,112.208,476.872,111.21,399.123,1
421,1654.31,0.617417,59.2841,318.587,101.16,374.938,3
79.2121,2046.69,0.883157,98.7803,349.477,11.9383,182.969,1
674,1917.5,0.695972,50.072,279.761,402.037,272.954,2
465.818,1865,0.218683,2.84091,450.835,131.975,231.046,1
335.061,451.688,0.632194,53.3902,331.642,58.0247,409.846,3
386.667,1670.44,0.331187,109.08,428.083,228.679,121.262,1
959.333,1838.69,0.997253,121.629,475.229,356.198,221.646,1
884.273,876.375,0.245189,54.9242,460.202,187.84,22.6,1
596.879,1232.75,0.966051,72.2803,351.486,244.481,390.185,3
576.818,737.938,0.214014,124.602,272.798,360.296,445,3
256.242,28.1875,0.828828,45.0379,304.064,132.21,230.046,0
458.758,461.25,0.248732,76.2992,445.073,330.901,287.908,1
688.606,26.3125,0.679382,81.4242,225.018,77.5556,431.538,0
30.3636,516.812,0.238404,94.8788,297.284,165.37,245.015,1
570.091,999,0.82089,92.3182,392.037,48.2593,69.6154,1
54.2121,1700.56,0.226566,22.4356,475.339,89.4321,474.723,1
706.242,943.562,0.879641,89.2121,389.257,232.975,481.123,3
922.818,1799.06,0.759804,93.8068,312.193,218.667,97.9231,1
511.394,1398.38,0.467312,58.6402,320.358,189.457,383.2,3
19.7273,931.188,0.974126,74.0189,487.596,338.84,35.7385,1
324.182,729.812,0.182702,100.379,405.743,66.1481,380.785,1
889.606,1036.81,0.634419,24.8561,464.624,141.309,112.692,1
776.667,287.812,0.393207,84.6326,467.028,256.099,227.431,1
859.667,346.5,0.193139,93.9205,322.734,318.21,3.96923,1
862.455,196.688,0.186712,69.5,200.651,292.321,434.185,3
710.091,1070.5,0.583523,71.0189,373.807,67.1728,497.692,3
816.364,1486.94,0.234999,113.341,240.633,221.086,160.492,1
56.9394,420.062,0.412571,77.125,364.761,310.358,31,1
527.545,1574,0.258345,102.648,402.982,2.98765,461.523,3
199.848,1632.75,0.370574,27.6515,371.202,86.6914,111.385,1
592.242,1837.81,0.233076,91.9318,222.33,178.21,288.6,3
936.121,777.625,0.821467,104.201,375.881,276.543,466.477,3
699.849,2021.88,0.531666,38.5114,277.771,155.16,366.677,3
185.091,348.5,0.590555,124.765,335.578,95.1358,54.2462,1
472.364,204.625,0.236784,49.2803,399.651,190.457,329.062,1
798.03,1325.19,0.914936,46.4962,435.972,109.259,404.738,1
429.727,1734.62,0.519498,22.4394,469.284,183.272,200.262,1
628.97,134.875,0.971984,111.655,331.817,45.4568,202.815,1
257.727,585.875,0.622141,49.4015,204.083,138.272,177.4,1
31.1515,1585.12,0.65219,16.0909,378.862,289.667,268.277,1
987.303,2060.88,0.537132,87.5455,332.982,274.728,222.6,1
868.455,473.375,0.591241,79.1894,347.899,201.123,281.062,1
318.576,1146.25,0.621647,20.7992,352.404,376.975,474.508,3
424.394,287.938,0.727421,71.0076,431.211,117.667,358.569,1
606.667,1831.5,0.53889,108.152,378.092,4.61728,462.615,3
967.849,1225.56,0.899774,40.9015,332.45,175.333,427.477,3
869.242,1936.75,0.367141,82.2841,479.284,371.432,149,1
624.909,1364.44,0.252797,44.5341,348.174,392.049,414.785,3
276.97,87.625,0.866649,1.48485,200.789,206.679,276.785,3
217.788,561.438,0.763237,10.5644,232.339,397.481,249.8,2
373.818,582.625,0.34481,124.049,377.294,162.481,9.12308,1
656.97,1761.56,0.854344,119.299,352.899,22.4074,181.092,1
720.818,1112.5,0.411362,53.5076,325.578,394.358,428.523,3
723.091,1335.12,0.613736,79.7803,330.881,343.284,400.492,3
34.0303,515.375,0.962673,9.39394,335.202,215.272,285.215,1
607,2042.75,0.980032,35.9848,272.174,327.407,477.815,3
489.727,1287.81,0.286938,3.50758,439.055,227.272,126.631,1
192.061,1333,0.414081,123.17,383.541,1.24691,119.077,1
457.182,1028.62,0.430644,24.6364,273.587,53.9136,188.446,1
425.818,859.438,0.220496,39.7614,475.908,28.5926,239.723,1
141.758,781.438,0.416361,114.659,329.431,168.58,112.877,1
737.485,161.812,0.434846,124.205,256.743,125.506,319.908,3
434.606,1926.44,0.853328,87.8561,383.725,132.506,494.6,3
847.879,1967.44,0.142354,89.0152,411.605,357.741,107.938,1
585,1155.38,0.730717,10.375,224.67,119.691,204.523,1
921.303,248.375,0.343739,4.54167,266.092,61.4074,126.323,1
808.545,235,0.934849,74.7083,263.284,65.2222,78.1692,1
462.758,1018.81,0.733711,57.0341,445.661,50.6049,476.462,3
552.788,1182.06,0.680371,117.22,228.844,77.6049,365.523,3
831.818,1952,0.207669,73.9583,312.083,21.0617,462.523,3
519.879,1506.81,0.496536,20.1212,457.009,92.8148,8.32308,1
854.606,1281.81,0.562539,57.8371,397.826,49.7778,42.7846,1
160.303,1108.06,0.658892,4.78409,359.743,387.765,265.415,2
334.455,979.938,0.707068,114.958,218.275,122.556,83.6,1
723.333,660.562,0.607062,71.75,389.927,121.815,83.1077,1
942.939,945,0.647273,27.2652,480.651,116.605,408.015,1
613.727,1030.19,0.839402,76.8485,285.771,378.716,350.646,2
425.394,395.938,0.762908,80.9545,370.147,238.247,175.662,1
90.4545,1989.25,0.224891,71.072,208.697,381.926,404.831,3
384.394,1157.19,0.340059,48.7917,435.229,297.654,90.4462,1
71.7273,1575.69,0.123237,35.3674,265.431,233.148,395.092,3
737.576,355.938,0.676196,49.7235,249.55,247.617,385.862,3
166.091,512.188,0.15345,3.31061,217.917,60.6543,434.769,3
119.606,2035.38,0.522492,58.7311,470.578,368.494,133.923,1
553.333,741.75,0.601569,75.1515,283.028,27.0741,67.3692,1
149.606,388,0.879888,52.7386,276.009,290.062,397.785,3
919.394,446.688,0.808667,75.0379,316.45,387.988,64.5385,2
65.3333,976.875,0.613709,47.9583,399.413,86.5309,137.831,1
75.8182,1232,0.428913,92.5833,386.862,387.222,1.92308,2
497.848,1928.62,0.803284,28.625,341.202,208.716,498.585,3
390.97,1168.56,0.999066,46.9962,335.642,34.7037,183.123,1
902.515,1467.19,0.191189,15.3409,276.936,252.914,336.646,3
803.97,1664.38,0.309598,11.4356,426.202,316.605,349.8,1
482.697,874.5,0.549052,24.8523,447.789,207.79,129.631,1
421.818,1859.81,0.418311,56.4167,377.541,219.741,219.338,1
30.8485,1664.12,0.723988,45.3182,438.422,133.568,150.585,1
443.03,322.938,0.196738,108.701,389.44,279.21,337.477,1
621.97,870.438,0.882745,27.0833,446.339,296.333,470.123,3
590.667,268.625,0.450392,73.9848,251.156,108.481,221.323,1
555.788,1669.81,0.218244,13.1212,334.294,139.321,265.077,1
636.333,1214,0.603272,99.1856,441.743,25.4815,346.369,1
384.333,229.688,0.634556,36.7235,373.569,136.531,467.185,3
219.485,1965.5,0.587039,105.538,412.009,301.975,415.446,3
540.515,818.375,0.575668,34.7083,371.477,56.037,173.169,1
592.424,1946.25,0.426002,81.9356,361.303,58.9259,463.523,3
411.909,1637.69,0.513977,24.4015,489.872,105.642,427.646,1
502.758,1183.19,0.357939,21.4015,496.495,257.975,261.015,1
255.364,1364.44,0.663973,47.8598,447.798,106.457,255.062,1
766,298.438,0.281857,121.337,478.862,270.654,40.4615,1
895.121,1631.94,0.736622,7.5303,415.092,335.16,64.6154,1
803.455,824.562,0.47319,6.31439,261.395,161.901,25.7692,1
614.636,138.812,0.300287,13.8674,290.248,394.074,328.754,2
705.273,1043.69,0.556743,76.4356,212.101,192.272,276.815,3
71.4848,818.562,0.56372,3.76515,368.541,154.642,72.9077,1
37.4848,2006.94,0.478545,16.4242,222.688,370.679,344.677,2
744.636,940.562,0.74673,119.231,394.395,346.802,217.154,1
995.061,501.438,0.466817,50.8939,207.651,57.8272,250.4,3
792.455,2055.56,0.654112,108.58,304.706,367.21,175.462,2
168.758,2053.75,0.122825,105.08,490.624,47.3333,266.462,1
640.697,560.875,0.818638,108.515,258.22,183.457,315.215,3
359.606,2065.19,0.832371,98.1742,274.248,247.531,4.92308,1
333.879,701.438,0.128565,76.3561,251.505,266.074,194.708,2
891.212,934.812,0.838112,3.93561,206.046,245.63,341.431,3
969.212,1687.31,0.305341,106.648,223.477,357.543,140.615,2
832.727,1266.88,0.664083,50.9129,322.211,326.963,108.892,2
189.939,1742.81,0.947017,18.5644,347.807,314.58,115.538,1
392.909,1818,0.132191,69.375,283.615,117.556,163.831,1
15.2424,1487.75,0.803284,75.8939,310.706,191.877,413.262,3
143.97,1816.5,0.161992,94.9394,401.018,109.049,206.246,1
103.545,314.688,0.697592,108.989,279.771,376.407,148.277,2
216.333,1637.56,0.493872,118.871,443.11,402.42,451.323,3
683.455,930.125,0.361702,17.5455,256.881,154.185,93.5231,1
116.03,1178.5,0.226704,102.155,436.257,311.358,87.6615,1
165.03,1388.06,0.798972,40.6705,220.339,372.914,287.662,2
312.667,350,0.410263,5.05303,449.541,38.8642,83.3077,1
743.273,22.8125,0.840996,49.4924,454.817,87.1852,478.277,0
291.97,979.438,0.283203,80.4545,267.202,381.765,257.631,2
55.5152,802.5,0.414576,96.4848,265.514,131.395,375.815,3
178.576,206,0.797104,65.6288,451.321,58.5309,196.923,1
78.0303,1502.31,0.983218,111.462,487.642,270.556,222.692,1
623.273,1288.12,0.717313,3.07197,285.642,369.407,485.185,3
400.818,1369.62,0.37972,109.595,471.972,42.5432,165.215,1
116.545,1182.62,0.741182,83.8977,416.596,198.099,217.015,1
115.091,441.375,0.395376,42.553,368.872,55.5556,444.446,3
309.97,1295.81,0.924357,10.2689,270.963,368.494,370.923,3
277.212,561.312,0.940892,37.5379,293.367,99.6173,390.046,3
633.879,767,0.55548,111.027,471.477,365.667,439.877,1
400.636,737.125,0.945204,31.2159,279.349,140.63,249.631,1
736.939,251.688,0.170562,114.545,329.605,366.519,418.369,3
799.485,981.75,0.507715,39.7879,421.67,151.247,308.538,1
972.455,140.625,0.446767,47.1553,336.33,84.5679,79.6615,1
263.758,1134.75,0.169216,72.1932,304.239,396.938,324.662,2
590.545,703.375,0.367003,29.9848,331.358,92.642,80.4923,1
889.03,615.375,0.817594,58.8485,419.761,154.346,286.615,1
741.849,379.312,0.195611,91.3333,265.266,364.321,356.2,2
604.606,1987.88,0.9936,44.1136,470.541,121.247,478.677,3
36.0606,1752.81,0.855745,118.667,247.624,79.5679,343.246,3
117.091,1762.81,0.512467,21.9508,262.101,22.3704,348.538,3
683.424,956.938,0.749065,74.3674,482.431,312.667,20.9077,1
841.758,2034.25,0.867144,35.2955,484.11,311.432,210.646,1
54.3636,760.062,0.508704,102.909,489.55,298.21,259.831,1
679,1801,0.528288,42.7462,372.33,282.667,239.923,1
579.576,553.75,0.525596,32.8864,317.752,220.123,460.969,3
948.515,1571.94,0.807266,48.9735,368.44,278.481,284.738,1
909.879,1447.5,0.839155,11.7045,442.56,6.02469,38.3846,1
555.97,583.125,0.597119,2.41288,458.358,306.679,499,3
266.121,168.25,0.83281,38.6591,348.853,194.716,217.108,1
634.667,1795.19,0.157927,80.8561,201.624,326.543,272.831,2
742.545,1779.62,0.225248,10.0379,307.605,22.5309,96.7538,1
702.333,1950.5,0.361373,123.689,451.78,180.864,503.138,3
768.939,341.125,0.597449,27.9545,334.266,10.2222,87.7231,1
637.879,290.562,0.46061,72.6098,454.587,387.642,129.723,1
241.758,531.375,0.846681,104.114,236.908,150.358,117.308,1
441.576,1164.94,0.600992,55.5114,244.862,150.543,44.2308,1
599.485,683.438,0.207916,3.21212,453.532,168.136,167.231,1
167.758,1124.81,0.437236,113.515,224.862,274.469,256.338,2
493.576,2063.88,0.433226,94.7992,371.56,237.173,118.138,1
930.03,1268.25,0.972671,67.6477,329.367,63.5556,399.938,3
118.636,1708.31,0.969594,110.633,442.872,127.778,413.2,1
431.606,613.062,0.986102,21.5985,280.468,337.815,50.1846,2
952.242,876.438,0.326298,27.5644,277.798,23.963,12.0308,1
801,1026.62,0.561989,11.2121,330.972,27.7407,363.785,3
66.4545,775.25,0.172045,97.1439,234.046,177.321,205.185,1
340.576,2014.56,0.389883,41.7879,391.835,101.198,489.154,3
514.576,1230.62,0.152599,21.8295,487.743,207,173.492,1
869.697,1562.44,0.347832,16.8295,249.422,259.136,341.062,3
216.394,578.062,0.669466,8.58333,292.523,68.4074,424.338,3
283.818,1812.81,0.436576,54.6439,271.266,131.864,161.446,1
704.364,166.312,0.710556,100.269,432.605,263.383,493.631,3
25.6667,954.438,0.379226,75.7311,496,121.284,395.4,1
139.394,1504.62,0.772988,19.0303,452.596,78.1605,491.585,3
68.697,827.625,0.952483,26.3068,211.761,271,369.831,3
44.303,1493.69,0.669109,18.1856,283.972,322.049,443.092,3
185.939,1381.5,0.664934,117.33,428.092,400.691,311.831,1
92.0303,397.188,0.455913,11.9015,255.56,48.321,447.185,3
957.303,1247.06,0.748021,86.0682,222.716,290.988,153.462,2
467.636,1369,0.579046,85.7727,390.193,203.037,143.385,1
449.758,138.75,0.375326,86.7917,491.055,323.42,163.815,1
42.9697,1856.25,0.471267,29.8788,490.404,42.6296,5.50769,1
876.091,1867.38,0.475909,107.466,368.147,148.333,383.877,3
945.394,750.875,0.696823,4.50379,412.046,74.7778,429.846,3
314.061,1389.62,0.756948,22.6288,452.101,235.086,376.385,1
809.606,1128.5,0.681771,104.254,225.183,195.198,130.354,1
672.333,1781.19,0.201846,34.0947,203,236.494,299.108,3
174.182,1728.12,0.720939,61.7955,262.211,302.481,394.062,3
34.1818,1549.88,0.959212,10.125,339.706,235.63,276.662,1
353.576,2067,0.302567,84.2538,452.046,154.173,73.3385,1
565.091,225.188,0.687787,81.303,313.853,20.5185,87.3692,1
381.424,2056,0.540675,91.4848,443.431,82.7407,471.6,3
115.788,1551.25,0.274139,10.7008,481.22,27.5185,173.492,1
130.545,530.875,0.956246,87,216.734,143.728,461.538,3
692.121,780.438,0.287515,69.0492,252.128,312.605,445.892,3
331.939,187.688,0.197479,47.8939,282.413,123.691,488.585,3
930.849,930.062,0.488241,63.5795,337.945,382.259,412.092,3
641.061,809.688,0.840309,78.5606,263.624,3.22222,335.831,3
787.788,1492.25,0.955037,120.08,375.413,288.617,123.385,1
374.152,562.875,0.858849,83.4015,372.33,65.963,228.785,1
471.758,362.625,0.246809,115.148,346.422,156.926,428.923,3
84.7879,1583.06,0.707508,75.6856,367.688,249.148,238.646,1
978.485,1630.12,0.865001,116.902,381.908,168.185,15.9692,1
659.697,719.375,0.504501,5.42424,205.45,353.778,504.877,3
173.576,361.688,0.331077,96.5152,452.963,187.815,327.031,1
89.303,569.062,0.958113,99.2462,273.972,305.309,260.431,2
715.697,511.938,0.646229,27.5947,249.908,253.889,205.523,2
480.273,1189.31,0.525404,98.7045,315.055,60.4815,196.769,1
930.273,228.125,0.947539,1.0947,451.752,306.975,434.892,1
640.727,1475.88,0.645213,3.55682,336.385,373.704,102.769,2
812.545,679.625,0.727201,107.504,275.349,375.012,22.6308,2
707.364,1315,0.734892,85.8106,208.697,377.728,347.554,2
228.485,1355.06,0.929933,86.2992,323.147,404.173,361.277,2
102.879,730,0.192206,50.4621,352.817,69.3333,149.538,1
639.364,1091.5,0.594317,107.989,207.523,140.407,126.138,1
398.182,1465.06,0.792682,73.5492,209.459,13.8395,193.554,1
327.788,547.938,0.653755,82.2652,271.183,275.111,66.4462,2
325.788,1084.19,0.622965,118.038,203.927,291.111,17.6308,2
408.303,810.188,0.862612,98.7045,489.156,404.975,45.5538,1
476.788,1410.44,0.841105,9.93939,291.073,301.123,252.062,2
677.758,2032.44,0.563143,14.1705,460.578,278.864,429.308,1
955.576,905.312,0.204154,26.4242,492.009,238.407,132.262,1
603.121,898.375,0.958965,48.697,490.229,286.074,260.523,1
588.333,1004.06,0.45388,10.0265,416.128,189.667,367.908,1
388.636,1046.44,0.710364,31.5417,453.018,377.062,285.692,1
818.939,102.75,0.20072,111.883,474.174,91.1481,277.723,0
540.182,427.188,0.517713,28.1061,349.339,248.284,247.354,1
49.3636,1117.44,0.397629,61.1023,272.982,141.062,280.554,3
826.303,456.188,0.407736,113.496,447.266,386.778,20.2308,1
425.242,167.812,0.843138,63.1629,204.294,48.9753,164.415,1
32.5152,931.812,0.889062,37.5,409.963,333.444,54.4308,1
908.151,736.062,0.905487,100.284,215.266,358.519,191.231,2
387.606,1004,0.692126,22.1667,414.853,233.296,117,1
620.424,374.375,0.107526,116.155,269.982,179.642,500.169,3
184.848,883.812,0.459484,85.4394,356.229,8.96296,365.231,3
206.545,455.875,0.963607,92.0682,397.569,230.654,321.877,1
322.273,2052.62,0.601816,125.03,438.294,203,214.292,1
372.212,378.312,0.708496,14.4015,327.018,267.173,28.5077,1
341.061,659.062,0.885299,17.822,452.954,38.8642,40.6769,1
239.424,90.9375,0.409824,105.928,211.734,202.469,473.985,0
749.576,536.875,0.766121,107.136,448.009,387.099,175.877,1
637.303,1025.88,0.10379,79.6136,339.459,64.8272,128.769,1
120.606,1617.56,0.837947,91.9432,380.734,309.321,215.185,1
71.6667,633.5,0.345167,21.5227,428.872,5.46914,91.6154,1
770.667,412,0.807157,41.6553,259.945,125.432,154,1
408.939,1321.56,0.412296,48.053,316.55,356.975,342.031,2
585.909,1343.56,0.662572,61.0947,476.009,81.5432,326.708,1
88.0606,326.375,0.957564,102.75,230.624,124.185,340.954,3
691.182,1877.38,0.454402,95.0909,214.349,281.951,148.338,2
832.182,1796.12,0.443828,16.9508,350.349,380.111,450.569,3
569.182,1429.56,0.848549,120.985,265.55,267.284,196.138,2
709.333,1230.19,0.358077,82.3561,253.055,26.2099,140.292,1
396.091,1096.69,0.771642,108.371,311.55,261.259,68.9231,1
506.758,1986.44,0.44185,25.5985,352.642,98.4568,36.8,1
74.303,1180.5,0.612638,118.489,307.761,40.8395,90.4769,1
239.606,1712.25,0.730085,108.356,219.174,33.2963,256.046,3
827.364,413.812,0.996374,46.7841,249.44,284.16,303.323,3
843.727,219.812,0.638484,8.80303,393.156,52.1975,58.6462,1
823.364,1813.31,0.194787,1.56439,426.486,328.185,281.615,1
781.303,1477.75,0.190146,76.8939,479.67,360.506,341.015,1
621.242,392.938,0.891781,77.5682,363.018,22.321,267.338,1
623.394,1845.75,0.822126,122.708,436.532,396.778,391.954,1
970.273,673.25,0.566384,20.9508,349.881,14.4321,101.123,1
373.061,714.375,0.962261,82.1667,246.725,155.481,5.69231,1
813.091,306.5,0.511258,26.8561,459.404,64.7407,484.415,3
607.364,1099.94,0.91749,77.6288,379.872,346.58,397.569,3
860.515,41.9375,0.550755,63.0417,349.239,242.049,19.7846,0
145.909,1539.94,0.563775,121.652,337.248,178.457,393.585,3
729.727,927.125,0.975253,77.8826,456.697,147.877,128.092,1
330.636,88.3125,0.778262,84.5,390.972,45.9383,496.831,3
971.485,1865.12,0.356566,99.7841,374.651,213.778,198.246,1
681.242,1514.56,0.204593,49.5492,204.165,223.383,211.323,2
956.818,1431.75,0.860772,103.822,421.56,217.556,109.8,1
975.849,1403.12,0.992062,63.5795,344.633,12.963,217.985,1
970.182,688.875,0.723411,18.053,393.239,277.222,45.8615,1
478.667,1744.56,0.698361,26.7235,378.991,179.802,328.677,1
472.424,657.562,0.803339,117.716,306.138,277.321,117.031,1
427.879,994.875,0.198083,94.4015,461.477,178.667,275.769,1
880.485,1427.44,0.380105,69.5644,426.743,155.025,300.262,1
505.697,906.625,0.286114,101.803,405.083,285.691,312.815,1
855.364,661.938,0.111399,101.83,286.303,236.654,188.831,1
368.03,1780.31,0.61728,120.985,443.679,139.852,113.738,1
388.939,523.375,0.815314,79.6023,288.459,6.74074,65.5692,1
928.091,1815.5,0.672927,40.5038,378.303,166.716,3.61538,1
688.273,298.5,0.693445,85.2083,498.56,163.864,274.646,1
583.909,882.312,0.194705,29.4129,414.422,221.037,488,3
260.545,131.5,0.360741,21.1023,222.064,277.185,404.338,3
943,1864.38,0.576519,23.8106,383.367,302.617,80.8615,1
14.303,1337.25,0.297156,97.1515,476.44,134.37,297.292,1
354.212,1702.25,0.154796,97.7576,354.174,109.074,1.26154,1
899.727,30.8125,0.986981,92.2045,337.945,331.062,367.523,0
722.242,104.562,0.18858,104.958,230.761,257.407,110.723,0
945.97,504.312,0.261641,120.644,390.523,79,216.062,1
950.394,1671.44,0.96888,80.7121,438.945,319.704,207.138,1
42.303,32.625,0.811469,49.1061,350.183,323.963,82.2769,0
500.758,485.625,0.34882,38.7538,396.257,145.84,121.154,1
454.636,210.125,0.781777,45.822,484.771,36.8272,89.6769,1
319.03,739.75,0.235163,31.8674,476.605,23.0617,127.8,1
501.667,596.438,0.219425,28.3712,215.321,241.667,310.846,3
782.242,1015.5,0.931031,103.879,254.67,77.0864,160.769,1
164.364,1101.31,0.785128,119.924,212.257,3.46914,139.323,1
796.576,1927.06,0.571493,8.93561,245.064,128.321,349.985,3
165.242,1654.06,0.897,3.90152,470.624,152.852,497.062,3
682.849,1608.19,0.241975,63.3864,221.881,3.12346,361.908,3
382.576,1012.81,0.621482,31.8712,377.101,183.926,307.538,1
67.9697,1891.62,0.520295,27.2197,431.761,300.259,63.2154,1
981.636,1689.56,0.476788,112.742,467.881,57.4815,341.723,1
371,1948.12,0.83292,111.11,289.229,376.062,499.477,3
212.303,319.75,0.364696,106.958,466.44,31.8025,321.231,1
122.818,185.938,0.86621,13.0303,266.183,21.0988,147.662,1
